AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,priority_score
Dog,Golden Retriever,7.9,41.3,Previous kidney disease,Vomiting,Sneezing,Vomiting,undernutrition,Fever,8
Dog,Mixed Breed,9.3,38.7,Vaccinated,Vomiting,Pain,Excessive eye watering,Fever,Nostrils,0
Dog,Poodle,8.1,3.5,Parasite history,Red skin,Loss of appetite,Moist,Lameness,Pains,6
Dog,Mixed Breed,13.6,25.2,Chronic illness,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,9
Dog,German Shepherd,5.1,39.1,Previous kidney disease,Swelling,Heat,Flank,Pain,Nasal Discharge,0
Dog,Poodle,11.1,6.8,Not vaccinated,Fever,Fever,Dull,Sneezing,Vomiting,7
Dog,German Shepherd,14.8,25.7,Dental issues,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,10
Dog,Yorkshire Terrier,7.1,5.3,No previous conditions,Sneezing,Weakness,Fever,Anorexia,Fever,7
Dog,Rottweiler,9.7,39.7,Vaccinated,Inability to stand,Diarrhea,Bottle Jaw,Pot belly,Dry Hair coat,10
Dog,Yorkshire Terrier,10.4,4.9,No previous conditions,Fever,Weakness,morbidity,Anorexia,Diarrhea,8
Dog,Golden Retriever,9.7,37.7,Chronic illness,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,0
Dog,Boxer,11.7,28.5,Not vaccinated,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,0
Dog,Beagle,3.0,15.8,Vaccinated,Allergic Reaction,Poor appetite,Coughing,Weight loss,Distended chest,8
Dog,Mixed Breed,12.8,31.9,Previous heart condition,Swelling on theBody,lllthrift,Weight loss,Skin Lesion,Lameness,9
Dog,Golden Retriever,13.1,33.0,Skin conditions history,Death,Uteria inertia,Fetopelvic dispropotion,Fast breathing,Pains,0
Dog,Boxer,9.3,15.0,Previous kidney disease,Coughing,Weight loss,Weakness,Fever,Sluggish,8
Dog,Golden Retriever,4.6,32.1,Skin conditions history,Coughing,Anorexia,Weight loss,Deability,Diarrhea,7
Dog,Labrador Retriever,14.6,44.1,Previous heart condition,Gasping,coughing ,mild weakness,droopy wings,twisted neck,0
Dog,Labrador Retriever,6.7,40.9,Parasite history,Pain,Fever,Anorexia,Vomiting,Dullness,8
Dog,Beagle,7.2,15.0,Dental issues,Weakness,Weakness,Weight loss,Vomiting,Fever,8
Dog,Rottweiler,12.1,26.1,Chronic illness,Reduce Reproductive potential,Loss of milk production,Sloughing of the tail,Fever,Agalactia,7
Dog,Bulldog,9.2,15.4,Vaccinated,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,10
Dog,German Shepherd,4.9,31.7,Not vaccinated,Lethargy,Weight loss,Vomiting,Sneezing,Diarrhea,6
Dog,Yorkshire Terrier,1.0,10.0,Previous heart condition,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,9
Dog,Bulldog,3.1,18.8,Allergies,Fever,Loss of  appetite,Lession on the skin,Lethargy,Joint Pain,7
Dog,Mixed Breed,0.9,8.9,Allergies,Fever,Difficulty in breathing,Lethargy,Death,Pains,10
Dog,Labrador Retriever,1.1,32.8,Skin conditions history,Swelling of internal organs,Fatigue,abortion at the end of gestation,Join pains,weak calves,7
Dog,Beagle,4.9,23.1,Skin conditions history,Anorexia,Pain,Vomiting,Coughing,Weakness,7
Dog,Beagle,6.7,28.9,Recent surgery,Runny nose,Darkened skin,Lethargy,Strong cough,Loss of appetite,6
Dog,Poodle,8.3,4.0,No previous conditions,Fever,Pain,Emaciation,Berberi,Pain,7
Dog,Labrador Retriever,1.5,32.5,Recent surgery,Stand with head droping,Pain,Weakness,weakness,Blooody Fluid,9
Dog,Mixed Breed,9.2,27.7,Not vaccinated,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,10
Dog,Rottweiler,8.1,28.6,Recent surgery,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,8
Dog,Mixed Breed,5.5,38.9,Dental issues,Scartch,High moratality,Coughing,Anorexia,Sneezing,6
Dog,Mixed Breed,10.9,22.5,Chronic illness,Weight loss,Coughing,Vomiting,Vomiting,Weakness,7
Dog,Mixed Breed,11.8,9.8,Recent surgery,Fever,Diarrhea,Poor Appetite,Weight loss,Vomitting,8
Dog,Mixed Breed,7.9,29.6,Previous kidney disease,Lethargy,Anorexia,Weakness,Pain,Weakness,9
Dog,German Shepherd,15.0,39.1,Skin conditions history,Coughing,Sneezing,Weakness,Coughing,Sick,7
Dog,Yorkshire Terrier,12.2,8.8,Skin conditions history,Uteria inertia,Pains,Fetopelvic dispropotion,Death,Malpresentation,10
Dog,Yorkshire Terrier,5.5,4.8,No previous conditions,Diarrhea,Polydipsa,undernutrition,Weakness,Incoordination,8
Dog,German Shepherd,12.9,23.4,Parasite history,Fever,Dyspnea,Coughing,weakness,Anorexia,10
Dog,Poodle,9.3,5.8,Allergies,Weight loss,Eye ulcer,Anorexia,Lethargy,Coughing,7
Dog,German Shepherd,8.1,30.8,No previous conditions,Eventually death,Coughing,Weight loss,Vomiting,Lethargy,7
Dog,Bulldog,9.8,17.8,Chronic illness,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,0
Dog,Mixed Breed,15.0,29.5,Allergies,Lethargy,Sneezing,Lesions in the nasal cavity,Coughing,Anorexia,8
Dog,Labrador Retriever,4.4,31.9,Allergies,Pain,Pain,Weight loss,Weakness,Anorexia,8
Dog,Golden Retriever,5.5,45.0,Not vaccinated,Anorexia,Coughing,Lethargy,Fever,Dyspnea,10
Dog,Yorkshire Terrier,1.1,9.5,Previous heart condition,Nasal Discharge,Poor Appetite,Swelling on leg,Broken Bones,Painfull,9
Dog,Bulldog,14.9,29.1,Recent surgery,Lesion,Pain,Sores on lower leg and teats,Sores on lip,Infection,7
Dog,Yorkshire Terrier,2.5,7.6,Dental issues,Fever,Dysentery,Swelling,Immediate death,Pain,9
Dog,Mixed Breed,10.3,12.3,Chronic illness,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,0
Dog,Bulldog,7.5,19.3,Previous kidney disease,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,3
Dog,Yorkshire Terrier,13.2,8.0,Allergies,Loss of appetite,Fever,Depression,Pains,loss of appetite,8
Dog,Labrador Retriever,4.2,38.4,No previous conditions,Distended stomach,Loss of appetite,Firm,Vomiting,Nausea,10
Dog,Poodle,10.2,7.4,Dental issues,Diarrhea,Pain,Pain,Fever,Diarrhea,7
Dog,Yorkshire Terrier,5.9,4.0,Allergies,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,German Shepherd,5.8,36.9,Parasite history,Weakness,Swelling of udder,Fever,Lethargy,Coughing,8
Dog,German Shepherd,14.2,30.7,Skin conditions history,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,7
Dog,Rottweiler,1.5,30.1,Previous heart condition,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,0
Dog,Poodle,2.5,5.5,Recent surgery,Weakness,Diarrhea,Fever,Dandruff in cat coat,Pain,7
Dog,Labrador Retriever,9.4,45.0,Not vaccinated,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,9
Dog,Poodle,2.7,3.9,Dental issues,Scabs,Deability,Weakness,Lethargy,Diarrhea,6
Dog,Bulldog,6.0,23.2,Not vaccinated,Fever,Loss of appetite,Lameness,Rump,Weight Loss,7
Dog,Beagle,6.1,26.2,Recent surgery,Darkened skin,Lethargy,Runny nose,Strong cough,Loss of appetite,6
Dog,German Shepherd,5.2,30.5,Not vaccinated, pain and bloating,Coughing,Loss of earing,Discharge from eye,Vomiting,10
Dog,Mixed Breed,1.3,10.1,Not vaccinated,stop eating,stop drinking,Pains,change their normal behaviour,diarrhea,8
Dog,Beagle,14.6,30.0,No previous conditions,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,8
Dog,German Shepherd,9.9,33.1,Dental issues,Fever,Sick,Abdonormal discomfort,Edema,Vomiting,8
Dog,Bulldog,3.8,29.1,Recent surgery,Anorexia,urine dribbling,Vomiting,Facial swelling,Puffed_up Feather,8
Dog,Golden Retriever,4.6,43.5,Vaccinated,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,7
Dog,Yorkshire Terrier,13.9,5.8,Vaccinated,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,5
Dog,German Shepherd,15.0,32.2,Previous kidney disease,Diarrhea,Vomiting,Anorexia,Pain,Lethargy,9
Dog,Boxer,3.6,14.3,Previous heart condition,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,9
Dog,Mixed Breed,12.4,18.8,Recent surgery,Black on ear,Weakness,Salivating,Blister,Ulcerated ear,7
Dog,Bulldog,7.4,16.4,Previous kidney disease,Weight loss,Pain,Coughing,Lethargy,Fever,8
Dog,German Shepherd,5.1,32.5,Allergies,Weight loss,Coughing,Pain,Lethargy,Coughing,7
Dog,Rottweiler,3.5,45.0,Previous kidney disease,Fever,Convulsion,Sudden death,Urine retention,Weight loss,10
Dog,Mixed Breed,6.3,17.2,Skin conditions history,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,10
Dog,German Shepherd,5.9,30.4,Skin conditions history,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,9
Dog,Poodle,4.7,3.9,Allergies,Vomiting,Pain,Vomiting,Diarrhea,Lethargy,8
Dog,German Shepherd,1.3,41.6,Recent surgery,Diarrhea,Tarry Stool,Ulcers,Poor Appetite,Enlarged lymph nodes,9
Dog,Yorkshire Terrier,2.9,3.9,No previous conditions,Uteria inertia,Malpresentation,Death,Pains,Fetopelvic dispropotion,10
Dog,German Shepherd,13.8,33.3,Previous heart condition,Radip onset,Weight loss,Consistency of milk,Sneezing,Pain,7
Dog,Labrador Retriever,10.0,34.1,Not vaccinated,Decrease in milk production,Stomach  cramps,Swollen Abdomen,Short term lethargy,Vomiting,10
Dog,Beagle,2.3,19.3,Recent surgery,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,8
Dog,Mixed Breed,3.1,24.7,Chronic illness,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,6
Dog,Golden Retriever,6.0,38.2,Chronic illness,Lethargy,Pain,Facial swelling,Vomiting,high body temperature,9
Dog,Beagle,10.1,15.0,Skin conditions history,Weight loss,Weight loss,Walking problem,Lethargy,Pain,7
Dog,Labrador Retriever,11.9,34.9,Vaccinated,Anorexia,Anorexia,Lethargy,Diarrhea,Weight loss,7
Dog,Beagle,15.2,26.3,Previous kidney disease,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,9
Dog,Yorkshire Terrier,7.7,4.7,Skin conditions history,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,8
Dog,Labrador Retriever,8.4,26.9,Previous heart condition,Weakness,Diarrhea,Weakness,Sneezing,ruffled feathers,8
Dog,Rottweiler,9.1,25.9,Allergies,Vomiting,Weakness,Anorexia,Diarrhea,Lethargy,7
Dog,Bulldog,12.8,30.0,Allergies,Unable To Eat,Vomiting,Coughing,Anorexia,Ulcer on gum,7
Dog,Rottweiler,8.0,25.3,Not vaccinated,Abdominal destention,Weight loss,Pains,Neck Paralysis,Balance problem,10
Dog,Yorkshire Terrier,11.8,8.3,No previous conditions,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,9
Dog,Beagle,9.2,22.8,Parasite history,Weakness,Sneezing,Fever,Fever,Anorexia,8
Dog,Mixed Breed,11.5,29.9,Previous heart condition,Anorexia,Sneezing,Anorexia,Pain,Coughing,8
Dog,German Shepherd,2.4,36.7,Chronic illness,Difficulty in feeding,Abdominal pain,Vomiting,Watery Diarrhea dispropotion,Weakness,8
Dog,Boxer,5.2,18.2,Recent surgery,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,6
Dog,Labrador Retriever,3.7,34.1,Allergies,Jaundice,pulmonary congestion,Hemoglobinuria,Hemolytic anemia,Fever,10
Dog,Rottweiler,7.6,25.8,Not vaccinated,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,10
Dog,Bulldog,4.9,25.8,No previous conditions,Pain,gasping for air,Vomiting,Anorexia,Vomiting,10
Dog,Rottweiler,7.9,25.6,Allergies,Fever,Depression,Attack,Bite other animals,Pain,9
Dog,Poodle,9.7,8.3,Dental issues,Diarrhea,Fever,Anorexia,Diarrhea,Overweight,7
Dog,Labrador Retriever,6.7,32.3,Vaccinated,Sneezing,Pain,Lethargy,Weight loss,Weight loss,7
Dog,Mixed Breed,0.5,40.0,Parasite history,Anorexia,mild colic,lack of appetite,Vomiting,Weight loss,8
Dog,Rottweiler,12.6,45.0,Recent surgery,Fever,Pain,Lethargy,Weight loss,Vomiting,9
Dog,Boxer,0.5,26.9,Chronic illness,Weakness,Sneezing,Pain,Fever,Coughing,8
Dog,Rottweiler,5.2,39.7,Previous heart condition,Difficulty in breathing,Neurologic abnormalities,Immediate death,Bloody discharge,Blue colored lip,10
Dog,Rottweiler,2.9,30.1,Recent surgery,Weight loss,Diarrhea,Anorexia,Pain,Weight loss,7
Dog,Yorkshire Terrier,5.1,8.6,Dental issues,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,6
Dog,Golden Retriever,4.7,37.5,No previous conditions,Lethargy,Fever,Coughing,Dyspnea,Anorexia,10
Dog,Rottweiler,5.3,34.5,No previous conditions,Stand with head droping,Sneezing,Vomiting,Fever,Diarrhea,7
Dog,Bulldog,13.7,21.8,Dental issues,Sneezing,Folded Ears,Anorexia,Lethargy,Weakness,7
Dog,Yorkshire Terrier,10.8,5.4,Previous kidney disease,Fever,Pain,Anorexia,Pain,Diarrhea,8
Dog,German Shepherd,9.2,29.4,Recent surgery,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,10
Dog,Boxer,12.6,22.3,Not vaccinated,stunted growth,Vomiting,Diarrhea,Discomfort,Fetopelvic dispropotion,0
Dog,German Shepherd,6.1,26.3,Skin conditions history,Weight loss,Diarrhea,Fever,Vomiting,Dehydration,8
Dog,Bulldog,8.9,15.0,Dental issues,Diarrhea,Vomiting,Pain,Severe inflammation,Diarrhea,8
Dog,Beagle,7.7,16.3,Skin conditions history,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,10
Dog,Labrador Retriever,6.8,29.0,Chronic illness,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,9
Dog,Golden Retriever,6.2,43.1,Recent surgery,Lethargy,Inability of Swalllon Feeding,Vomiting,Fever,Drooping ears,9
Dog,Bulldog,13.4,17.2,Chronic illness,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,0
Dog,Yorkshire Terrier,3.9,3.4,Parasite history,Sneezing,Pain,Vomiting,Weakness,Lethargy,7
Dog,Rottweiler,11.1,31.2,Vaccinated,Vomiting,Pain,Lethargy,Weight loss,Weight loss,8
Dog,Rottweiler,8.7,36.4,No previous conditions, increased passing gas,Crusty eye lashes and matting of eyelashes,Eye redness,Frequent eye Infections,foul smelling stools,4
Dog,Poodle,1.9,6.8,No previous conditions,Lepatomegaly,Swollen,Splenomegaly,Shaking oh head,Vomiting,9
Dog,German Shepherd,1.3,32.5,No previous conditions,Diarrhea,Coughing,Diarrhea,Diarrhea,Weight loss,6
Dog,Rottweiler,7.9,38.5,Chronic illness,Coughing,Sneezing,Weakness,Enlargement of bones,Coughing,8
Dog,Bulldog,9.0,19.0,No previous conditions,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,9
Dog,Poodle,12.0,6.2,Allergies,Lethargy,Diarrhea,Pain,Weakness,Diarrhea,8
Dog,Bulldog,8.8,15.1,Not vaccinated,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,10
Dog,Beagle,16.0,24.8,Not vaccinated,Lack of coordination,Facial paralysis,Salivation,Depression,Fever,9
Dog,Yorkshire Terrier,13.4,5.1,Previous kidney disease,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,7
Dog,Yorkshire Terrier,5.0,4.5,Previous kidney disease,Diarrhea,Anorexia,Coughing,Sneezing,Diarrhea,5
Dog,Bulldog,10.7,30.0,Dental issues,Muscles ache,Pain,Anorexia,Pain,Weight loss,8
Dog,German Shepherd,5.3,36.3,Dental issues,Coughing,Sneezing,Malaise,Diarrhea,Weakness,6
Dog,Bulldog,0.7,18.1,Skin conditions history,Poor growth,Short stature,Enlargement of bones,Weigth bearing long bones,Lameness,4
Dog,German Shepherd,9.0,29.2,Chronic illness,Fetopelvic dispropotion,Malpresentation,Uteria inertia,Pains,Death,10
Dog,Mixed Breed,9.8,30.6,Skin conditions history,Pain,Sneezing,Dyspnea,Nasal Discharge,Most often none,10
Dog,Boxer,11.6,28.3,No previous conditions,Coughing,Inflammed eye,Fever,Depression,Limping,7
Dog,German Shepherd,13.5,36.1,Skin conditions history,Fever,Lethargy,Weakness,Lethargy,Vomiting,8
Dog,Golden Retriever,6.6,32.8,Parasite history,Anorexia,Lethargy,Stomach  cramps,Pain,Diarrhea,7
Dog,Bulldog,9.7,15.1,Vaccinated,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,10
Dog,Poodle,10.0,3.4,Parasite history,Coughing,Anaemia,Diarrhea,Weight loss,Upset stomach,9
Dog,Boxer,13.9,29.2,Not vaccinated,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,10
Dog,Mixed Breed,12.8,15.0,Parasite history,Lesions in the nasal cavity,Lesions on nose,Vomiting,Noisy Breathing,Lesions on nose,7
Dog,Rottweiler,1.2,41.9,Allergies,Weight loss,Weakness,Coughing,Lethargy,Weight loss,7
Dog,Labrador Retriever,2.0,38.3,Skin conditions history,Death,Bottle jaw,Oxygen defiency,Malpresentation,Listless,10
Dog,Boxer,3.5,16.3,Allergies,Pain,Weakness,Coughing,Coughing,Anorexia,7
Dog,Yorkshire Terrier,5.3,3.3,Parasite history,nausea,Hair tining,Fever,Weakness,Coughing,7
Dog,German Shepherd,13.5,37.4,Recent surgery,Coughing,Fever,Pains,Tiredness,Diarrhea,8
Dog,Labrador Retriever,9.2,26.0,Parasite history,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,10
Dog,Boxer,4.7,17.2,Recent surgery,Flatulence,Watery Stool,Tensemus,Pains,Diarrhea with muscus,6
Dog,Poodle,12.4,5.7,No previous conditions,Stiffness,swollen lymph nodes,Anorexia,Weight loss,Dry air,8
Dog,Golden Retriever,4.0,37.2,Chronic illness,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,10
Dog,Golden Retriever,2.9,25.0,Parasite history,Nible at their wool,Lethargy,Anorexia,Weakness,Weight loss,0
Dog,Boxer,1.8,19.9,Parasite history,Lethargy,Sneezing,Weight Loss,Diarrhea,Anorexia,6
Dog,Boxer,1.9,20.3,Not vaccinated,Production of mucus,cough ,Anorexia,Sneezing,Sneezing,5
Dog,German Shepherd,1.8,29.6,Vaccinated,Coughing,Vomiting,fluffed feathers,Lethargy,Anorexia,0
Dog,Golden Retriever,1.7,33.7,Skin conditions history,Pain,Diarrhea,Pain,Weight loss,Hardness,7
Dog,Boxer,11.3,21.6,Chronic illness,Coughing,Anorexia,Weakness,Most often none,Sneezing,7
Dog,German Shepherd,8.6,40.2,Previous kidney disease,Flabby,Lethargy,Fever,Weight loss,Discharge From eyes,7
Dog,Golden Retriever,2.9,39.1,Previous kidney disease,Tiredness,Weight loss,Distended stomach,Weakness,Lethargy,10
Dog,Labrador Retriever,12.0,27.4,Dental issues,Pain,Fever,Anorexia,Anorexia,Pain,8
Dog,Mixed Breed,6.1,5.9,Vaccinated,nasal discharge,tiredness,swelling,fever,drooling,7
Dog,Beagle,2.5,21.7,Recent surgery,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,9
Dog,Rottweiler,6.4,28.2,Allergies,Diarrhea,Weakness,Anorexia,Pain,Despression,7
Dog,Yorkshire Terrier,4.4,9.2,Dental issues,Yellow in beak,Weakness,Tail_Bobbing,Heavy Breathing,Sleeping Excessively,0
Dog,Beagle,9.2,22.9,Skin conditions history,Difficult in walking,Fever,Pain,Excess salivary,Wound lesion,8
Dog,Yorkshire Terrier,11.3,5.6,Parasite history,Sneezing,Oral lesion,Pain,los of the ability to walk,Diarrhea,10
Dog,German Shepherd,9.3,41.0,Parasite history,Weight loss,Lethargy,Weight loss,Sneezing,Fever,6
Dog,Golden Retriever,8.3,34.8,Dental issues,Anorexia,Weight loss,Chest Pain,Fever,Diarrhea,9
Dog,Bulldog,2.7,18.1,Previous kidney disease,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,7
Dog,Bulldog,5.5,17.6,Vaccinated,Convulsion,Fever,Trembling,Distress,Staggering,10
Dog,Rottweiler,2.7,29.6,Allergies,Coughing,Anorexia,Vomiting,Diarrhea,Anorexia,6
Dog,Boxer,9.2,16.9,Chronic illness,Anorexia,Shallow breathing,Pain,Sneezing,Pain,10
Dog,Boxer,12.8,18.3,Skin conditions history,Nose picking,Trauma,mild weakness,Nosebleed ,Dry air,7
Dog,Boxer,3.5,24.5,Not vaccinated,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,10
Dog,Rottweiler,1.6,38.5,Recent surgery,Abortion,Mummification,Stillbirth,Weak kids,Pain,9
Dog,Boxer,15.0,24.7,Dental issues,Fever,Sneezing,Skin irritation,Nosebleeds,Weight loss,8
Dog,Bulldog,1.6,25.9,Skin conditions history,Legness,Paresis,Coughing,Weight loss,Shortness of breath,10
Dog,Yorkshire Terrier,1.5,3.8,Recent surgery,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,10
Dog,Boxer,9.6,22.6,Dental issues,Pyrexia,Oral lesion,Swelling,Lameness,Death,0
Dog,Boxer,3.3,13.6,Not vaccinated,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,7
Dog,Mixed Breed,7.2,7.4,Parasite history,Grinding teeth,Undigested in their feces,Weight loss,Anorexia,Anorexia,6
Dog,Golden Retriever,6.0,31.2,Previous kidney disease,Lethargy,Weight loss,Weight loss,Vomiting,Pain,7
Dog,Yorkshire Terrier,11.5,3.3,Allergies,Dullness,Fever,Dullness,Skin Rashes,Pains,7
Dog,Poodle,7.9,5.2,Not vaccinated,Anorexia,Vomiting,Anorexia,Weight loss,Pain,7
Dog,Bulldog,5.8,25.0,Previous kidney disease,Greenish-yellow nasal discharge,Lack of pigmentation,Sneezing,Lethargy,Pain on face,7
Dog,Boxer,13.4,22.3,Recent surgery,changed gait,Vomiting,Lethargy,Sneezing,Diarrhea,8
Dog,Yorkshire Terrier,0.5,6.1,Chronic illness,Fever,Pain,Diarrhea,Discharge,Diarrhea,8
Dog,Beagle,5.9,27.9,Skin conditions history,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,9
Dog,German Shepherd,10.6,27.3,Previous heart condition,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,0
Dog,Golden Retriever,2.1,45.0,Chronic illness,Weakness,Sneezing,swollen,Lethargy,Fell unwell,6
Dog,Golden Retriever,13.5,40.6,Vaccinated,Weakness,Weakness,Pain,Darkened skin,Vomiting,8
Dog,Golden Retriever,14.2,37.0,Dental issues,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,0
Dog,Poodle,6.5,6.9,Parasite history,Coughing,Anorexia,lack of vocalizations,Anorexia,Pain,7
Dog,Boxer,14.9,14.6,No previous conditions,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,10
Dog,Boxer,2.2,20.4,Skin conditions history,Rapid Heart Rate,Lethargy,Vomiting,Lethargy,Anorexia,9
Dog,Rottweiler,13.8,26.8,Parasite history,Diarrhea,Fever,Facial defects,Pain,Sneezing,8
Dog,Yorkshire Terrier,10.9,7.9,Previous kidney disease,Crusty eye lashes and matting of eyelashes,Weakness,Lethargy,Diarrhea,Sneezing,7
Dog,Poodle,11.5,6.9,Skin conditions history,Lethargy,Weight loss,Anorexia,Vomiting,Weight loss,7
Dog,German Shepherd,12.2,23.3,Dental issues,weakness,Dyspnea,Fever,Coughing,Anorexia,10
Dog,Poodle,6.4,5.5,Vaccinated,Fever,Regurgitation of food,Weakness,Diarrhea,Sneezing,7
